lx_rel,ly_rel,rx_rel,ry_rel,label
-0.21071014116350675,-0.054406462894758714,-0.052499188061289385,-0.044863304403822794,afara
-0.24742629023671708,-0.06495825167127554,-0.051749893768546516,-0.017036148675861205,afara
-0.2516738822366967,-0.06591068546972567,-0.06602497321044455,-0.06055313804537555,afara
-0.2211183214511298,-0.12231475771872714,-0.04741353319851793,-0.1285248181523822,afara
-0.026706733121154742,-0.15535016955712125,0.14812300340978596,-0.2689874357385636,afara
0.04146535385685687,-0.10450269169627058,0.4128331046436051,-0.46051114948809274,afara
0.09612790691578398,-0.061015349575025316,0.32249915313626354,-0.5429013696718243,afara
-0.18222507372073873,-0.06954063552281382,-0.046946569507473127,-0.048307243004157244,stanga
-0.18003666438175042,-0.04819674239866223,-0.019235052710268968,-0.07649410713909222,stanga
-0.15420948973768409,-0.060404015628682736,-0.01694353280114319,-0.07913730628589727,stanga
-0.17513074620892663,-0.07546859281614297,-0.023246157531819335,-0.08683256073690047,stanga
-0.15887186732053304,-0.09499968201801624,-0.0006657179344566902,-0.07093612198094912,stanga
-0.1750377517992222,-0.08385642278082632,0.0026002192668859335,-0.08884602749236037,stanga
-0.1578612331194023,-0.11187725773438613,0.002498122404795114,-0.1050092214097272,stanga
-0.17677574959564724,-0.0981295398566072,-0.01587283456472299,-0.06639663006655849,stanga
-0.17651074267558947,-0.06033210200530564,-0.023291375168992084,-0.08667032461326064,stanga
-0.15501811375651292,-0.10310707269338826,-0.025687604480910016,-0.08377210318673697,stanga
-0.07899433441581591,-0.07641358924242529,0.053294338864213926,-0.11261328279738071,mijloc
-0.08685446728415175,-0.06042688249859642,0.045399797518855166,-0.0922445127216499,mijloc
-0.037327855207955826,-0.0620125040046438,0.11323950101823804,-0.09437126991912415,mijloc
-0.05681987393138919,-0.09264447178252191,0.08681346787890898,-0.09296945582639009,mijloc
-0.09244362678088358,-0.09310319368679285,0.035170734276481125,-0.08278773290226488,mijloc
-0.09231639258365246,-0.07561022650378704,0.031430904594503054,-0.11807666392153927,mijloc
-0.0648608157360045,-0.08489455890318845,0.0846940459827763,-0.11766812443948259,mijloc
-0.07616721793630224,-0.09501266835578077,0.09374167129154948,-0.1064262992281898,mijloc
-0.11182292647633277,-0.08922624955973232,0.033021482805658156,-0.10572823567995378,mijloc
-0.1045186909489251,-0.05189721755688444,0.05257749649316075,-0.10983572619540526,mijloc
-0.06869267162881448,-0.09419680223199914,0.1041733961074849,-0.10269747132130685,mijloc
0.03443284478666197,-0.027518698655331672,0.20384453940842495,-0.06587909051666944,dreapta
-0.015828365069452257,-0.048890924872215254,0.1717959013018176,-0.03429923597125126,dreapta
-0.01296717103784841,-0.033441103362835775,0.13768901816275242,-0.0867885150158945,dreapta
0.004133084096370757,-0.03710401488773786,0.17526180391940102,-0.09607933310224827,dreapta
-0.001896845361791222,-0.07632974205373508,0.175027264533396,-0.04754008544567555,dreapta
-0.0457567856315699,-0.0895001496989788,0.15482093203119462,-0.11994702196052014,dreapta
-0.04302967459073758,-0.08081958193815425,0.16684506417488743,-0.03191693737119704,dreapta
-0.03755334049124883,-0.0838888377117686,0.16019583153848702,-0.03409784804095902,dreapta
-0.02111010848422868,-0.11814418144181442,0.204097412360398,-0.05512396352907166,dreapta
-0.01925994654943708,-0.07552293920639032,0.1733033721652568,-0.03900594322536019,dreapta
-0.04793083289147337,-0.061065889610072054,0.04893622373180859,-0.08555100957070616,afara
0.009333353355006796,-0.040622389473398385,0.1328280793673745,-0.09259587761960372,afara
0.07707067893917528,-0.02133504335204626,0.2276279719341471,-0.10477055747855724,afara
0.03444297101372944,-0.05377295880989114,0.19097704292706186,-0.05283376676560021,afara
0.004531180991338145,-0.08591048907005058,0.2153096120745055,-0.03067616226298413,afara
-0.018847319494110015,-0.09981768459434823,0.207598584110536,-0.08489744928782805,afara
-0.027306676447262188,-0.19933722724934178,0.12260108572242524,-0.0641240778067937,afara
-0.06124002561558239,-0.16244598098530683,0.0720395833367884,-0.3675498543580551,afara
-0.14987752860001458,-0.09472598960299712,0.02217225517391355,-0.49335401933900996,afara
-0.2270200005458051,0.015061667947401469,-0.04111770655154625,-0.09250602840435876,afara
-0.24722950065271088,-0.031600781947970384,-0.10056244593003494,-0.0019486152819486152,afara
-0.1937444078494368,-0.08686438887170202,-0.06835365853658537,-0.009168354476773555,afara
-0.09587885381947786,-0.11105799872530274,0.03966634136090313,-0.10060727524788282,afara
0.08897988341877075,-0.04892645318823432,0.26832561713255565,-0.22774519581550756,afara
